dim_esdc_grp.esdcs,fact_alert.alert_id,fact_alert.original_text,fact_alert.source_link,fact_alert.caption,dim_internal_topic_grp.internal_topics,alert_top_threshold.top_threshold__sort_,alert_top_threshold.top_threshold,fact_alert.translated_text,dim_auto_alert_modelset.modelset_name,dim_source.source,primary_source_channel.channel,fact_alert.has_tagged_company,fact_alert.location_name,dim_internal_place.country,fact_alert.location_parsed,fact_alert.alert_caption_ai_summary
ESDC - Floods,1371526499834044010590-1781861407287-1,"State, PAHANG Yellow, Alert; Station name: Sg. Ringlet di Pekan Ringlet; District: Cameron Highlands; Main Basin: Sungai Pahang; Last updated: 19/06/2026; Water Level: 1079.67; Normal: 1079.13; Status: Rising",http://publicinfobanjir.water.gov.my/aras-air/data-paras-air/?state=PHG&lang=en,"Alert issued due to rising water levels of Ringlet River, leading to Pahang River in Cameron Highlands, Pahang, Malaysia: Government.","+ Floods, Natural Disasters",4,Signal,,dgm_mds_malay_river_levels,public infobanjir,gov,No,"Sg. Ringlet di Pekan Ringlet, Cameron Highlands, Pahang, Malaysia",Malaysia,"4.417036,101.369885","Malaysia's government issues alert due to rising water levels of Ringlet River, affecting Pahang River in Cameron Highlands, Pahang."
ESDC - Floods,767121615420889159730993-1781761509396-1,"State, WILAYAH PERSEKUTUAN LABUAN Yellow, Alert; Station name: Waterfront; District: Labuan; Main Basin: New Victoria; Last updated: 18/06/2026; Water Level: 1.17; Normal: 1; Status: Receding",http://publicinfobanjir.water.gov.my/aras-air/data-paras-air/?state=WLP&lang=en,"Alert issued due to receding water levels of New Victoria in Labuan, Wilayah Persekutuan Labuan, Malaysia: Government.","+ Floods, Natural Disasters",4,Signal,,dgm_mds_malay_river_levels,public infobanjir,gov,No,"Waterfront, Labuan, Wilayah Persekutuan Labuan, Malaysia",Malaysia,"5.274054,115.248684","Alert issued due to receding water levels of New Victoria in Labuan, Wilayah Persekutuan Labuan, Malaysia."
ESDC - Floods,43004562842251679890543-1781756160000-1,"Flash Flood Warning issued June 18 at 12:16AM EDT until June 18 at 3:15AM EDT by NWS Wilmington OH
FFWILN

The National Weather Service in Wilmington has issued a

* Flash Flood Warning for...
Dearborn County in southeastern Indiana...
Ohio County in southeastern Indiana...
Ripley County in southeastern Indiana...

* Until 315 AM EDT.

* At 1216 AM EDT, radar and automated rain gauges indicated
thunderstorms producing heavy rain across the warned area. Between
1.5 and 2 inches of rain have fallen. Additional rainfall amounts
of 1 to 1.5 inches are possible. Flash flooding is ongoing or
expected to begin shortly.

HAZARD...Life threatening flash flooding. Thunderstorms
producing flash flooding.

SOURCE...Radar and automated gauges.

IMPACT...Life threatening flash flooding of creeks and streams,
urban areas, highways, streets and underpasses.

* Some locations that may experience flash flooding include...
Lawrenceburg, Greendale, Aurora, Hidden Valley, Bright,
Versailles, Milan, Osgood, Dillsboro, Shawnee, Moores Hill,
Guilford, Wilmington, Manchester, Hartford, Holton, Cold Springs,
Versailles Lake, Friendship and Farmers Retreat.

Severe",https://warn.pbs.org/,"Flooding alert issued in Dearborn County, IN: Government.","+ Floods, Natural Disasters",4,Signal,,dgm_us_ipaws_a,ipaws,gov,No,"Dearborn County, IN",United States of America,"39.1713075,-84.981754","Flooding alert issued in Dearborn County, IN."
ESDC - Floods,3508346274529193976-1781766969000-1,"Flooding at E US 50, MILAN, IN",https://web.pulsepoint.org/?agencies=PID160&incident=2499349099&tab=3,"Flooding reported on US 50 in Milan, IN: Sensor.","+ Floods, Natural Disasters",5,Local Signal,,us_911sites_pas,pulsepoint,sensor,No,"US-, Versailles, IN, USA",United States of America,"39.060956,-85.187311","Flooding reported on US 50 in Milan, IN."
ESDC - Floods,2100704571-1781807795000-3,"Flash Flood Emergency continues for Picayune MS, Nicholson MS and  Ozona MS until 3:30 PM CDT",https://twitter.com/NWSFlashFlood/status/2067677874438520842,"Flash Flood Emergency continues for Picayune, Nicholson, and Ozona, MS until 15:30: NWS Flash Flood, Government Photo.","+ Floods, Natural Disasters",3,Local Urgent,,,twitter,gov,Yes,"Picayune, MS, USA",United States of America,"30.5292629,-89.6855013","A Flash Flood Emergency continues for Picayune, Nicholson, and Ozona, MS until 15:30."
ESDC - Floods,480723147359387641-1781823732871-1,"We're going to be clearing the water department and flood that whole back up. 2 30, Andor. 2 30. Clear that walk in. I'll put a line down. Roger.The NFT has a very strong, strong, strong, strong, strong, strong, strong, strong, strong, strong, strong, strong, strong, strong, strong, strong, strong, strong, strong, strong, strong, strong, strong, strong, strong, strong, strong, strong, strong, strong, strong, strong, strong, strong, strong, strong, strong, strong, strong, strong, strong, strong, strong.",https://audio.dataminr.com/prod/2026/06/18/1781823639.739846ch0segment1.wav,"Flooded basement reported on 230 block of Andover Street in Andover, MA: Sensor.","+ Floods, Natural Disasters",3,Local Urgent,,us_scanner_1,scanner,sensor,No,"230 Andover St, Andover, MA 01810, USA",United States of America,"42.6280177,-71.1552272","A flooded basement was reported on the 230 block of Andover Street in Andover, MA, as detected by a sensor."
ESDC - Floods,9340164506884601772-1781867706464-1,"State, PAHANG Yellow, Alert; Station name: Sg. Ringlet di Pekan Ringlet; District: Cameron Highlands; Main Basin: Sungai Pahang; Last updated: 19/06/2026; Water Level: 1079.31; Normal: 1079.13; Status: Receding",http://publicinfobanjir.water.gov.my/aras-air/data-paras-air/?state=PHG&lang=en,"Alert issued due to receding water levels of Ringlet River, leading to Pahang River in Cameron Highlands, Pahang, Malaysia: Government.","+ Floods, Natural Disasters",4,Signal,,dgm_mds_malay_river_levels,public infobanjir,gov,No,"Sg. Ringlet di Pekan Ringlet, Cameron Highlands, Pahang, Malaysia",Malaysia,"4.417036,101.369885","Malaysia's government issued an alert due to receding water levels of Ringlet River, affecting Pahang River in Cameron Highlands, Pahang, on June 19, 2026."
ESDC - Floods,92936073105299961033484-1781776500000-1,"Flash Flood Warning issued June 18 at 5:55AM EDT until June 18 at 8:30AM EDT by NWS Wilmington OH
FFWILN

The National Weather Service in Wilmington has extended the

* Flash Flood Warning for...
Northwestern Brown County in southwestern Ohio...
Northern Clermont County in southwestern Ohio...

* Until 830 AM EDT.

* At 555 AM EDT, local law enforcement reported flash flooding in
Flash flooding in the Fayetteville Area along U.S. 50 as well as
along U.S. 50 in Clermont County. Between 2 and 4 inches of rain
have fallen. The expected rainfall rate is 1 to 1.5 inches in 2
hours. Additional rainfall amounts up to 0.5 inches are possible.

HAZARD...Life threatening flash flooding. Thunderstorms
producing flash flooding.

SOURCE...Law enforcement reported.

IMPACT...Life threatening flash flooding of creeks and streams,
urban areas, highways, streets and underpasses.

* Some locations that may experience flash flooding include...
Milford, Amelia, Mount Orab, New Richmond, Williamsburg, Batavia,
Withamsville, Camp Dennison, Owensville, Newtonsville,
Fayetteville, St. Martin, East Fork State Park, Bantam, Clermont
County Airport, Locust Ridge, Lake Lorelei, Perintown, Willowville
and Day Heights.

Severe",https://warn.pbs.org/,"Flooding alert issued in Brown County, OH: Government.","+ Floods, Natural Disasters",4,Signal,,dgm_us_ipaws_a,ipaws,gov,No,"Brown County, OH",United States of America,"38.9092089,-83.8473015","A flooding alert has been issued in Brown County, Ohio, as of June 18, 2026, 10:01:29."
ESDC - Floods,01167352805552164-1781787120000-1,"Flash Flood Warning issued June 18 at 7:52AM CDT until June 18 at 9:45AM CDT by NWS New Orleans LA
At 752 AM CDT, Doppler radar indicated thunderstorms producing heavy
rain across the warned area. Between 2 and 5 inches of rain have
fallen. Additional rainfall amounts of 2 to 4 inches are possible in
the warned area. Flash flooding is ongoing or expected to begin
shortly.

HAZARD...Life threatening flash flooding. Thunderstorms producing
flash flooding.

SOURCE...Radar indicated.

IMPACT...Life threatening flash flooding of creeks and streams, urban
areas, highways, streets and underpasses.

Some locations that will experience flash flooding include...
Saucier and Lyman.

Severe",https://warn.pbs.org/,"Flooding alert issued in Hancock County, MS: Government.","+ Floods, Natural Disasters",4,Signal,,dgm_us_ipaws_a,ipaws,gov,No,"Hancock County, MS",United States of America,"30.3887582,-89.5120084","A flooding alert has been issued in Hancock County, MS, as of June 18, 2026, 12:56:02."
ESDC - Floods,932309169640887426929-1781782433000-1,"Flooding at 1020 E DESERT INN RD, STE 202, LAS VEGAS, NV",https://web.pulsepoint.org/?agencies=05031&incident=2499417840&tab=3,"Flooding reported on 1020 block of East Desert Inn Road in Las Vegas, NV: Sensor.","+ Floods, Natural Disasters",5,Local Signal,,us_911sites_pas,pulsepoint,sensor,No,"E Desert Inn Road, Las Vegas, NV, USA",United States of America,"36.129761,-115.14099","Flooding reported on 1020 block of East Desert Inn Road in Las Vegas, NV."
ESDC - Floods,08702508455199884167-1781868611365-1,"State, WILAYAH PERSEKUTUAN LABUAN Yellow, Alert; Station name: Sg. Bangat di Kg. Sg. Bangat; District: Labuan; Main Basin: Sungai Kinabenua; Last updated: 19/06/2026; Water Level: 1.08; Normal: 1; Status: Receding",http://publicinfobanjir.water.gov.my/aras-air/data-paras-air/?state=WLP&lang=en,"Alert issued due to receding water levels of Bangat River, leading to Kinabenua River in Labuan, Wilayah Persekutuan Labuan, Malaysia: Government.","+ Floods, Natural Disasters",4,Signal,,dgm_mds_malay_river_levels,public infobanjir,gov,No,"Sg. Bangat di Kg. Sg. Bangat, Labuan, Wilayah Persekutuan Labuan, Malaysia",Malaysia,"5.314829,115.227606","Alert issued due to receding water levels of Bangat River, affecting Kinabenua River in Labuan, Malaysia."
ESDC - Floods,56884347115761611-1781769293013-1,"Advisory in effect until 7.30 a.m. Central Daylight Time this morning. What flooding caused by excessive rainfall is expected? Where a portion of southwest Missouri, including the following counties, Cedar and Polk? When until 7.30 a.m. Central Daylight Time? Impacts minor flooding in low-lying and poor drainage areas.",https://audio.dataminr.com/prod/2026/06/18/1781769267.0599658ch0segment0.wav,"Flooding reported on Polk Street in Galena, KS: Sensor.","+ Floods, Natural Disasters",3,Local Urgent,,us_scanner_1,scanner,sensor,No,"Polk St, Galena, KS 66739, USA",United States of America,"37.0649341,-94.6337719","Flooding reported on Polk Street in Galena, KS."
ESDC - Floods,6193446943780163789026-1781757911391-1,"State, TERENGGANU Yellow, Alert; Station name: Sg. Terengganu di Drawbridge (F1); District: Kuala Terengganu; Main Basin: Sungai Terengganu; Last updated: 18/06/2026; Water Level: 1.42; Normal: 1.4; Status: Rising",http://publicinfobanjir.water.gov.my/aras-air/data-paras-air/?state=TRG&lang=en,"Alert issued due to rising water levels of Terengganu River in Kuala Terengganu, Terengganu, Malaysia: Government.","+ Floods, Natural Disasters",4,Signal,,dgm_mds_malay_river_levels,public infobanjir,gov,No,"Terengganu, Malaysia",Malaysia,"5.0936342,102.989615","Alert issued due to rising water levels of Terengganu River in Kuala Terengganu, Terengganu, Malaysia."
ESDC - Floods,08987296940871782793-1781845981457-1,"427 East 63rd Street, neighbor from 423 East 63rd, flooding the caller's shed.",https://audio.dataminr.com/prod/2026/06/19/1781845892.018376ch0segment0.wav,"Flooding reported on 420 block of East 63rd Street in Tacoma, WA: Sensor.","+ Floods, Natural Disasters",3,Local Urgent,,us_scanner_1,scanner,sensor,No,"427 E 63rd St, Tacoma, WA 98404, USA",United States of America,"47.2001626,-122.4245669","Flooding reported on 420 block of East 63rd Street in Tacoma, WA."
ESDC - Floods,01436648075157849-1781861631000-1,"Flooding at 25611 QUAIL RUN, STE 65, DANA POINT, CA",https://web.pulsepoint.org/?agencies=OCFA3&incident=2500157163&tab=3,"Flooding reported on 25610 block of Quail Run in Dana Point, CA: Sensor.","+ Floods, Natural Disasters",5,Local Signal,,us_911sites_pas,pulsepoint,sensor,No,"Quail Run, Dana Point, CA, USA",United States of America,"33.469564,-117.682251","Flooding reported on 25610 block of Quail Run in Dana Point, CA."
ESDC - Floods,865753940698447217904-1781865236000-1,"Flooding at 2836 FLORENCE AVE, WALNUT PARK, CA",https://web.pulsepoint.org/?agencies=LAC06&incident=2500176390&tab=3,"Flooding reported on 2830 block of East Florence Avenue in Huntington Park, CA: Sensor.","+ Floods, Natural Disasters",5,Local Signal,"Flooding at 2836 FLORENCE AVE, WALNUT PARK, CA",us_911sites_pas,pulsepoint,sensor,No,"E Florence Ave, Huntington Park, CA, USA",United States of America,"33.973510002,-118.218154999","Flooding reported on 2830 block of East Florence Avenue in Huntington Park, CA."
ESDC - Floods,8139346479669959368863-1781791788000-1,"Flooding at 110 WEST DR, FOX CHAPEL BOROUGH, PA",https://web.pulsepoint.org/?agencies=EMS1110&incident=2499476620&tab=3,"Flooding reported on 110 block of West Drive in Pittsburgh, PA: Sensor.","+ Floods, Natural Disasters",5,Local Signal,,us_911sites_pas,pulsepoint,sensor,No,"West Dr, Pittsburgh, PA, USA",United States of America,"40.495055,-79.896536","Flooding reported on 110 block of West Drive in Pittsburgh, PA."
ESDC - Floods,41534809-1781860800000-3,Artvin'de etkili olan sağanak nedeniyle Aşağımaden köyünde dere taştı.,https://twitter.com/sabah/status/2067900192364609900,"Stream overflows due to heavy rainfall in Asagimaden area of Artvin, Turkey: Local News Outlet Video.","+ Floods, + Infrastructure - Utilities - Gas & Electricity - Non-Matching, Infrastructure - Utilities - Gas & Electricity, Natural Disasters",4,Signal,"Due to the heavy rain in Artvin, a stream overflowed in the village of Aşağımaden.",uf_mena_pas_revision_lowthreshold,twitter,localnews,No,"Aşağımaden, Mısırlı, 08100 Aşağımaden/Artvin Merkez/Artvin, Türkiye",Turkey,"40.9844108,41.8322892","Heavy rainfall causes stream overflow in Asagimaden, Artvin, Turkey."
